id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image_path,cluster
27479,Women,Apparel,Innerwear,Bra,White,Winter,2015.0,Casual,Jockey Essence White Seamless Bra 2003,data/demo_images/27479.jpg,15
27457,Women,Apparel,Innerwear,Bra,Black,Fall,2015.0,Casual,Jockey Black Seamless Bra 1672,data/demo_images/27457.jpg,15
27505,Women,Apparel,Innerwear,Bra,Black,Winter,2015.0,Casual,Jockey Women Black Underwired Bra SS 14,data/demo_images/27505.jpg,15
27121,Women,Apparel,Innerwear,Bra,Maroon,Summer,2017.0,Casual,Miss-T Maroon Bra,data/demo_images/27121.jpg,15
27460,Women,Apparel,Innerwear,Bra,Black,Winter,2015.0,Casual,Jockey Black Seamless Bra 1718,data/demo_images/27460.jpg,15
21877,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,BIBA Women Sliver Stripes Blue Kurta,data/demo_images/21877.jpg,16
19333,Women,Apparel,Topwear,Jackets,Navy Blue,Fall,2011.0,Casual,United Colors of Benetton Women Solid Navy Blue Jacket,data/demo_images/19333.jpg,16
29277,Women,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Wrangler Women Salena Blue Shirt,data/demo_images/29277.jpg,16
24170,Women,Apparel,Topwear,Kurtis,Blue,Summer,2012.0,Ethnic,Aurelia Women Blue Printed Kurti,data/demo_images/24170.jpg,16
15037,Women,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Casual,ADIDAS Women Check Black Sweaters,data/demo_images/15037.jpg,16
18756,Women,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Arrow Woman Kiro Blue Shirt,data/demo_images/18756.jpg,16
32198,Men,Apparel,Topwear,Kurtas,Grey,Summer,2012.0,Ethnic,Fabindia Men Printed Grey Kurta,data/demo_images/32198.jpg,16
18900,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,Arrow Woman Igor Black Top,data/demo_images/18900.jpg,16
23144,Women,Apparel,Topwear,Sweatshirts,Brown,Fall,2011.0,Casual,Quechua Women  Fleece Brown Sweatshirt,data/demo_images/23144.jpg,16
40594,Women,Apparel,Topwear,Kurtis,Rust,Summer,2012.0,Ethnic,Aurelia Women Rust Kurti,data/demo_images/40594.jpg,16
14628,Women,Apparel,Topwear,Sweatshirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Women Solid Blue Sweat Shirts,data/demo_images/14628.jpg,16
33967,Women,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Femella Women Black Top,data/demo_images/33967.jpg,16
